board_index,board_name,width,height,total_mines,selections,opened_safe,opened_mines,cycles,cfg_cycles,load_cycles,solver_cycles,score_cycles,total_board_cycles,score_numerator,score_denominator,score_scaled,score,board_crc,jtag_retries,transport_error,protocol_version,build_id,solver_stalled
668,board_9x14_27_20577_none,9,14,27,73,99,3,46709,0,0,46709,0,46709,2376,2673,8888,0.8888,FD45,0,0,2,0001,0
669,board_4x19_13_20607_none,4,19,13,24,63,0,10315,0,0,10315,0,10315,819,819,10000,1.0000,9C1F,0,0,2,0001,0
670,board_4x18_10_20621_none,4,18,10,34,62,0,17621,0,0,17621,0,17621,620,620,10000,1.0000,7A86,0,0,2,0001,0
671,board_4x14_8_20632_none,4,14,8,14,48,1,5708,0,0,5708,0,5708,336,384,8750,0.8750,AF21,0,0,2,0001,0
672,board_4x10_9_20641_none,4,10,9,26,31,3,15421,0,0,15421,0,15421,186,279,6666,0.6666,FE18,0,0,2,0001,0
673,board_10x4_7_20652_none,10,4,7,13,33,1,13467,0,0,13467,0,13467,198,231,8571,0.8571,6BFA,0,0,2,0001,0
674,board_12x6_10_20660_none,12,6,10,15,62,0,3586,0,0,3586,0,3586,620,620,10000,1.0000,C4A3,0,0,2,0001,0
675,board_17x14_58_20672_none,17,14,58,85,125,2,619865,0,0,619865,0,619865,6890,10440,6599,0.6599,26F6,0,0,2,0001,1
676,board_18x18_85_20749_none,18,18,85,155,237,2,550870,0,0,550870,0,550870,19667,20315,9681,0.9681,10C3,0,0,2,0001,1
677,board_19x19_53_20848_none,19,19,53,85,308,1,37088,0,0,37088,0,37088,16016,16324,9811,0.9811,A7FF,0,0,2,0001,0
678,board_19x16_45_20907_none,19,16,45,91,259,0,16227,0,0,16227,0,16227,11655,11655,10000,1.0000,BF82,0,0,2,0001,0
679,board_12x4_11_20957_none,12,4,11,19,37,3,17173,0,0,17173,0,17173,296,407,7272,0.7272,F921,0,0,2,0001,0
680,board_10x4_6_20969_none,10,4,6,11,34,0,6426,0,0,6426,0,6426,204,204,10000,1.0000,5CAB,0,0,2,0001,0
681,board_6x10_12_20976_none,6,10,12,25,48,1,5705,0,0,5705,0,5705,528,576,9166,0.9166,8A6A,0,0,2,0001,0
682,board_4x18_17_20990_none,4,18,17,35,55,1,13852,0,0,13852,0,13852,880,935,9411,0.9411,9EFF,0,0,2,0001,0
683,board_6x16_17_21013_none,6,16,17,41,79,0,43056,0,0,43056,0,43056,1343,1343,10000,1.0000,4BE5,0,0,2,0001,0
684,board_8x12_23_21034_none,8,12,23,60,73,2,109792,0,0,109792,0,109792,1533,1679,9130,0.9130,0845,0,0,2,0001,0
685,board_11x6_17_21059_none,11,6,17,9,24,0,120496,0,0,120496,0,120496,408,833,4897,0.4897,3886,0,0,2,0001,1
686,board_16x4_9_21080_none,16,4,9,5,55,0,3429,0,0,3429,0,3429,495,495,10000,1.0000,B334,0,0,2,0001,0
687,board_18x8_31_21091_none,18,8,31,41,80,4,133722,0,0,133722,0,133722,2028,3503,5789,0.5789,04C0,0,0,2,0001,1
688,board_19x18_71_21126_none,19,18,71,116,261,3,262706,0,0,262706,0,262706,17718,19241,9208,0.9208,1B7B,0,0,2,0001,1
689,board_16x18_49_21207_none,16,18,49,86,239,0,28775,0,0,28775,0,28775,11711,11711,10000,1.0000,29E5,0,0,2,0001,0
690,board_8x5_6_21261_none,8,5,6,15,34,0,8222,0,0,8222,0,8222,204,204,10000,1.0000,E278,0,0,2,0001,0
691,board_4x5_4_21268_none,4,5,4,10,16,2,2729,0,0,2729,0,2729,32,64,5000,0.5000,A9A7,0,0,2,0001,0
692,board_5x18_16_21273_none,5,18,16,44,74,3,73681,0,0,73681,0,73681,962,1184,8125,0.8125,599D,0,0,2,0001,0
693,board_12x14_46_21294_none,12,14,46,54,84,3,296561,0,0,296561,0,296561,3498,5612,6233,0.6233,A8EF,0,0,2,0001,1
694,board_14x12_43_21351_none,14,12,43,62,110,1,70773,0,0,70773,0,70773,4605,5375,8567,0.8567,AA96,0,0,2,0001,1
695,board_15x10_36_21407_none,15,10,36,83,114,1,319984,0,0,319984,0,319984,3990,4104,9722,0.9722,5537,0,0,2,0001,0
696,board_19x4_14_21446_none,19,4,14,28,62,0,16315,0,0,16315,0,16315,868,868,10000,1.0000,F85C,0,0,2,0001,0
697,board_19x6_29_21462_none,19,6,29,54,85,2,85047,0,0,85047,0,85047,2295,2465,9310,0.9310,A99D,0,0,2,0001,0
698,board_15x19_38_21497_none,15,19,38,88,247,0,53031,0,0,53031,0,53031,9386,9386,10000,1.0000,B5BF,0,0,2,0001,0
699,board_8x14_29_21540_none,8,14,29,66,83,2,86074,0,0,86074,0,86074,2241,2407,9310,0.9310,A838,0,0,2,0001,0
700,board_6x10_12_21578_none,6,10,12,28,48,0,20344,0,0,20344,0,20344,576,576,10000,1.0000,0D0D,0,0,2,0001,0
701,board_5x8_7_21592_none,5,8,7,10,33,0,8457,0,0,8457,0,8457,231,231,10000,1.0000,38D3,0,0,2,0001,0
702,board_4x4_3_21601_none,4,4,3,6,13,1,1898,0,0,1898,0,1898,26,39,6666,0.6666,9327,0,0,2,0001,0
703,board_6x10_14_21605_none,6,10,14,23,46,0,12303,0,0,12303,0,12303,644,644,10000,1.0000,5DB1,0,0,2,0001,0
704,board_9x16_21_21622_none,9,16,21,53,123,0,78256,0,0,78256,0,78256,2583,2583,10000,1.0000,76C6,0,0,2,0001,0
705,board_14x19_55_21645_none,14,19,55,102,211,1,146095,0,0,146095,0,146095,11394,11605,9818,0.9818,188F,0,0,2,0001,0
706,board_16x18_73_21710_none,16,18,73,150,215,3,117885,0,0,117885,0,117885,15050,15695,9589,0.9589,91E5,0,0,2,0001,0
707,board_19x5_14_21797_none,19,5,14,25,81,0,7765,0,0,7765,0,7765,1134,1134,10000,1.0000,2B27,0,0,2,0001,0
708,board_19x4_14_21814_none,19,4,14,40,62,0,15434,0,0,15434,0,15434,868,868,10000,1.0000,B6F0,0,0,2,0001,0
709,board_16x8_31_21830_none,16,8,31,63,97,0,101314,0,0,101314,0,101314,3007,3007,10000,1.0000,C31B,0,0,2,0001,0
710,board_12x14_26_21866_none,12,14,26,47,142,0,16630,0,0,16630,0,16630,3692,3692,10000,1.0000,A8DD,0,0,2,0001,0
711,board_11x16_25_21897_none,11,16,25,62,151,1,17080,0,0,17080,0,17080,3624,3775,9600,0.9600,DB90,0,0,2,0001,0
712,board_6x19_29_21923_none,6,19,29,55,85,3,51822,0,0,51822,0,51822,2210,2465,8965,0.8965,8B40,0,0,2,0001,0
713,board_4x8_4_21959_none,4,8,4,11,28,0,1804,0,0,1804,0,1804,112,112,10000,1.0000,808F,0,0,2,0001,0
714,board_5x4_4_21964_none,5,4,4,10,16,1,2637,0,0,2637,0,2637,48,64,7500,0.7500,507A,0,0,2,0001,0
715,board_9x6_13_21970_none,9,6,13,29,41,1,17755,0,0,17755,0,17755,492,533,9230,0.9230,5EC8,0,0,2,0001,0
716,board_10x8_17_21987_none,10,8,17,26,63,0,73119,0,0,73119,0,73119,1071,1071,10000,1.0000,A1EF,0,0,2,0001,0
717,board_11x10_20_22006_none,11,10,20,52,90,0,57777,0,0,57777,0,57777,1800,1800,10000,1.0000,431D,0,0,2,0001,0
718,board_18x19_93_22029_none,18,19,93,184,214,3,536905,0,0,536905,0,536905,19155,23157,8271,0.8271,9F68,0,0,2,0001,1
719,board_19x12_34_22144_none,19,12,34,67,194,0,19157,0,0,19157,0,19157,6596,6596,10000,1.0000,8646,0,0,2,0001,0
720,board_17x5_17_22182_none,17,5,17,35,68,0,84000,0,0,84000,0,84000,1156,1156,10000,1.0000,E7AE,0,0,2,0001,0
721,board_16x4_16_22202_none,16,4,16,30,48,1,27387,0,0,27387,0,27387,720,768,9375,0.9375,8F96,0,0,2,0001,0
722,board_14x4_15_22223_none,14,4,15,26,41,2,14084,0,0,14084,0,14084,533,615,8666,0.8666,4497,0,0,2,0001,0
723,board_9x10_13_22240_none,9,10,13,21,77,1,11998,0,0,11998,0,11998,924,1001,9230,0.9230,81B4,0,0,2,0001,0
724,board_7x14_14_22254_none,7,14,14,32,84,1,12111,0,0,12111,0,12111,1092,1176,9285,0.9285,C028,0,0,2,0001,0
725,board_4x19_21_22271_none,4,19,21,28,55,2,14587,0,0,14587,0,14587,1045,1155,9047,0.9047,4B54,0,0,2,0001,0
726,board_4x19_21_22294_none,4,19,21,44,55,1,37610,0,0,37610,0,37610,1100,1155,9523,0.9523,DCB8,0,0,2,0001,0
727,board_5x12_8_22319_none,5,12,8,14,52,0,5988,0,0,5988,0,5988,416,416,10000,1.0000,33F7,0,0,2,0001,0
728,board_10x4_11_22329_none,10,4,11,25,29,2,22677,0,0,22677,0,22677,261,319,8181,0.8181,FF93,0,0,2,0001,0
729,board_18x12_31_22343_none,18,12,31,50,185,2,43751,0,0,43751,0,43751,5365,5735,9354,0.9354,5070,0,0,2,0001,0
730,board_19x19_74_22378_none,19,19,74,163,287,0,72774,0,0,72774,0,72774,21238,21238,10000,1.0000,36E1,0,0,2,0001,0
731,board_12x6_19_22466_none,12,6,19,8,22,3,31099,0,0,31099,0,31099,259,1007,2571,0.2571,5089,0,0,2,0001,1
732,board_5x8_5_22491_none,5,8,5,12,35,0,4244,0,0,4244,0,4244,175,175,10000,1.0000,948F,0,0,2,0001,0
733,board_4x10_6_22498_none,4,10,6,15,34,0,4802,0,0,4802,0,4802,204,204,10000,1.0000,2F11,0,0,2,0001,0
734,board_5x19_21_22506_none,5,19,21,40,74,1,85655,0,0,85655,0,85655,1480,1554,9523,0.9523,0030,0,0,2,0001,0
735,board_12x8_24_22532_none,12,8,24,48,72,1,111814,0,0,111814,0,111814,1656,1728,9583,0.9583,2562,0,0,2,0001,0
736,board_18x4_12_22565_none,18,4,12,25,60,0,6916,0,0,6916,0,6916,720,720,10000,1.0000,430D,0,0,2,0001,0
737,board_18x5_13_22579_none,18,5,13,37,77,0,7604,0,0,7604,0,7604,1001,1001,10000,1.0000,E238,0,0,2,0001,0
738,board_19x14_66_22594_none,19,14,66,140,190,0,156379,0,0,156379,0,156379,12540,13200,9500,0.9500,F8BE,0,0,2,0001,1
739,board_15x19_41_22670_none,15,19,41,81,244,0,34660,0,0,34660,0,34660,10004,10004,10000,1.0000,4535,0,0,2,0001,0
740,board_9x10_22_22717_none,9,10,22,36,68,1,29406,0,0,29406,0,29406,1428,1496,9545,0.9545,3A77,0,0,2,0001,0
741,board_6x5_7_22745_none,6,5,7,17,23,2,20347,0,0,20347,0,20347,115,161,7142,0.7142,3A87,0,0,2,0001,0
742,board_4x4_3_22753_none,4,4,3,8,13,0,5052,0,0,5052,0,5052,39,39,10000,1.0000,8827,0,0,2,0001,0
743,board_5x14_19_22757_none,5,14,19,22,28,2,112758,0,0,112758,0,112758,430,969,4437,0.4437,2656,0,0,2,0001,1
744,board_11x19_29_22779_none,11,19,29,55,180,1,15754,0,0,15754,0,15754,5040,5220,9655,0.9655,0BCA,0,0,2,0001,0
745,board_17x10_44_22815_none,17,10,44,77,126,4,178368,0,0,178368,0,178368,5040,5544,9090,0.9090,D5F6,0,0,2,0001,0
746,board_18x8_37_22870_none,18,8,37,84,107,5,138611,0,0,138611,0,138611,3424,3959,8648,0.8648,AB47,0,0,2,0001,0
747,board_18x6_28_22912_none,18,6,28,28,24,4,193769,0,0,193769,0,193769,352,2240,1571,0.1571,A1FB,0,0,2,0001,1
748,board_18x8_31_22944_none,18,8,31,45,69,3,339545,0,0,339545,0,339545,1800,3503,5138,0.5138,69A7,0,0,2,0001,1
749,board_17x12_53_22978_none,17,12,53,101,151,6,246000,0,0,246000,0,246000,7097,8003,8867,0.8867,BBE9,0,0,2,0001,0
750,board_12x19_41_23044_none,12,19,41,81,187,1,57007,0,0,57007,0,57007,7480,7667,9756,0.9756,96FF,0,0,2,0001,0
751,board_7x16_23_23088_none,7,16,23,48,89,2,55916,0,0,55916,0,55916,1869,2047,9130,0.9130,0C2D,0,0,2,0001,0
752,board_4x6_5_23114_none,4,6,5,11,19,0,12175,0,0,12175,0,12175,95,95,10000,1.0000,33DD,0,0,2,0001,0
753,board_4x4_3_23120_none,4,4,3,8,13,0,3939,0,0,3939,0,3939,39,39,10000,1.0000,4751,0,0,2,0001,0
754,board_6x6_8_23124_none,6,6,8,19,28,1,30916,0,0,30916,0,30916,196,224,8750,0.8750,C218,0,0,2,0001,0
755,board_10x14_35_23133_none,10,14,35,60,82,4,163821,0,0,163821,0,163821,2450,3675,6666,0.6666,393E,0,0,2,0001,1
756,board_11x16_38_23171_none,11,16,38,43,61,2,430615,0,0,430615,0,430615,2042,5244,3893,0.3893,9708,0,0,2,0001,1
757,board_14x19_38_23214_none,14,19,38,99,228,0,39360,0,0,39360,0,39360,8664,8664,10000,1.0000,1F89,0,0,2,0001,0
758,board_18x16_71_23254_none,18,16,71,131,197,0,845267,0,0,845267,0,845267,13987,15407,9078,0.9078,47E4,0,0,2,0001,1
759,board_18x4_10_23341_none,18,4,10,21,62,0,8531,0,0,8531,0,8531,620,620,10000,1.0000,3DBC,0,0,2,0001,0
760,board_18x4_10_23353_none,18,4,10,11,62,0,14223,0,0,14223,0,14223,620,620,10000,1.0000,0D90,0,0,2,0001,0
761,board_16x5_16_23364_none,16,5,16,25,64,2,27823,0,0,27823,0,27823,896,1024,8750,0.8750,770E,0,0,2,0001,0
762,board_11x12_33_23382_none,11,12,33,70,99,1,74014,0,0,74014,0,74014,3168,3267,9696,0.9696,6AAA,0,0,2,0001,0
763,board_5x19_17_23420_none,5,19,17,41,78,1,56515,0,0,56515,0,56515,1248,1326,9411,0.9411,9185,0,0,2,0001,0
764,board_4x8_6_23438_none,4,8,6,16,26,0,5281,0,0,5281,0,5281,156,156,10000,1.0000,EEF7,0,0,2,0001,0
765,board_7x4_4_23445_none,7,4,4,11,24,0,3582,0,0,3582,0,3582,96,96,10000,1.0000,A1AA,0,0,2,0001,0
766,board_10x5_12_23450_none,10,5,12,20,38,0,69597,0,0,69597,0,69597,456,456,10000,1.0000,FC70,0,0,2,0001,0
767,board_12x8_26_23463_none,12,8,26,42,55,1,79601,0,0,79601,0,79601,1360,1820,7472,0.7472,7691,0,0,2,0001,1
768,board_19x19_63_23496_none,19,19,63,141,298,0,31857,0,0,31857,0,31857,18774,18774,10000,1.0000,9E64,0,0,2,0001,0
769,board_19x19_88_23567_none,19,19,88,192,273,2,279891,0,0,279891,0,279891,23478,24024,9772,0.9772,E302,0,0,2,0001,0
770,board_18x12_47_23668_none,18,12,47,114,169,3,104540,0,0,104540,0,104540,7436,7943,9361,0.9361,1C7C,0,0,2,0001,0
771,board_11x4_11_23722_none,11,4,11,18,33,0,21620,0,0,21620,0,21620,363,363,10000,1.0000,9FD4,0,0,2,0001,0
772,board_7x10_14_23740_none,7,10,14,21,56,0,11698,0,0,11698,0,11698,784,784,10000,1.0000,535B,0,0,2,0001,0
773,board_5x14_11_23756_none,5,14,11,35,59,3,64664,0,0,64664,0,64664,472,649,7272,0.7272,495F,0,0,2,0001,0
774,board_4x19_13_23768_none,4,19,13,31,63,0,18205,0,0,18205,0,18205,819,819,10000,1.0000,8321,0,0,2,0001,0
775,board_4x19_15_23783_none,4,19,15,28,61,1,19807,0,0,19807,0,19807,854,915,9333,0.9333,1084,0,0,2,0001,0
776,board_8x10_11_23802_none,8,10,11,23,69,1,23987,0,0,23987,0,23987,690,759,9090,0.9090,028F,0,0,2,0001,0
777,board_16x5_20_23816_none,16,5,20,43,60,1,71370,0,0,71370,0,71370,1140,1200,9500,0.9500,41E1,0,0,2,0001,0
778,board_17x6_25_23837_none,17,6,25,39,77,1,25642,0,0,25642,0,25642,1848,1925,9600,0.9600,CCB4,0,0,2,0001,0
779,board_18x10_32_23865_none,18,10,32,75,148,1,28343,0,0,28343,0,28343,4588,4736,9687,0.9687,A9DE,0,0,2,0001,0
780,board_19x18_60_23901_none,19,18,60,152,282,0,39241,0,0,39241,0,39241,16920,16920,10000,1.0000,3FC5,0,0,2,0001,0
781,board_18x19_93_23968_none,18,19,93,116,194,1,434066,0,0,434066,0,434066,17793,23157,7683,0.7683,B0D8,0,0,2,0001,1
782,board_11x8_13_24073_none,11,8,13,28,75,1,31627,0,0,31627,0,31627,900,975,9230,0.9230,7DB0,0,0,2,0001,0
783,board_6x4_6_24089_none,6,4,6,15,18,2,4187,0,0,4187,0,4187,72,108,6666,0.6666,A26A,0,0,2,0001,0
784,board_4x10_5_24098_none,4,10,5,9,35,0,4321,0,0,4321,0,4321,175,175,10000,1.0000,3465,0,0,2,0001,0
785,board_7x19_35_24104_none,7,19,35,66,98,2,57891,0,0,57891,0,57891,3234,3430,9428,0.9428,E131,0,0,2,0001,0
786,board_12x12_21_24149_none,12,12,21,60,123,0,12114,0,0,12114,0,12114,2583,2583,10000,1.0000,8A05,0,0,2,0001,0
787,board_18x4_19_24172_none,18,4,19,42,53,4,67278,0,0,67278,0,67278,795,1007,7894,0.7894,AB8C,0,0,2,0001,0
788,board_19x10_26_24193_none,19,10,26,44,164,0,14693,0,0,14693,0,14693,4264,4264,10000,1.0000,2159,0,0,2,0001,0
789,board_18x14_45_24220_none,18,14,45,81,207,2,58930,0,0,58930,0,58930,8901,9315,9555,0.9555,E38F,0,0,2,0001,0
790,board_14x19_64_24269_none,14,19,64,95,165,1,1166445,0,0,1166445,0,1166445,10358,12928,8012,0.8012,160C,0,0,2,0001,1
791,board_6x8_10_24343_none,6,8,10,21,38,0,11701,0,0,11701,0,11701,380,380,10000,1.0000,D805,0,0,2,0001,0
792,board_5x6_8_24354_none,5,6,8,16,22,1,23509,0,0,23509,0,23509,154,176,8750,0.8750,50B9,0,0,2,0001,0
793,board_4x8_5_24364_none,4,8,5,13,27,0,4312,0,0,4312,0,4312,135,135,10000,1.0000,94D9,0,0,2,0001,0
794,board_11x19_53_24370_none,11,19,53,53,94,2,320542,0,0,320542,0,320542,4670,8268,5648,0.5648,5EEB,0,0,2,0001,1
795,board_16x16_35_24434_none,16,16,35,79,221,0,14234,0,0,14234,0,14234,7735,7735,10000,1.0000,C305,0,0,2,0001,0
796,board_17x14_35_24472_none,17,14,35,75,203,0,12627,0,0,12627,0,12627,7105,7105,10000,1.0000,6E0F,0,0,2,0001,0
797,board_18x10_38_24513_none,18,10,38,83,142,3,43503,0,0,43503,0,43503,4970,5396,9210,0.9210,A7B5,0,0,2,0001,0
798,board_19x5_25_24554_none,19,5,25,31,47,5,72305,0,0,72305,0,72305,825,1750,4714,0.4714,F61A,0,0,2,0001,1
799,board_16x10_27_24583_none,16,10,27,45,133,0,33902,0,0,33902,0,33902,3591,3591,10000,1.0000,8E86,0,0,2,0001,0
800,board_15x12_38_24612_none,15,12,38,94,142,1,77310,0,0,77310,0,77310,5254,5396,9736,0.9736,4F5F,0,0,2,0001,0
801,board_9x19_36_24654_none,9,19,36,77,135,1,133880,0,0,133880,0,133880,4725,4860,9722,0.9722,05E5,0,0,2,0001,0
802,board_7x19_19_24696_none,7,19,19,29,114,0,6286,0,0,6286,0,6286,2166,2166,10000,1.0000,00E7,0,0,2,0001,0
803,board_4x8_8_24717_none,4,8,8,20,24,1,7764,0,0,7764,0,7764,168,192,8750,0.8750,AB99,0,0,2,0001,0
804,board_5x4_3_24726_none,5,4,3,14,17,0,4481,0,0,4481,0,4481,51,51,10000,1.0000,03D3,0,0,2,0001,0
805,board_11x12_33_24730_none,11,12,33,26,51,2,113540,0,0,113540,0,113540,1485,3267,4545,0.4545,F9EB,0,0,2,0001,1
806,board_14x16_58_24767_none,14,16,58,75,117,2,281329,0,0,281329,0,281329,6454,9628,6703,0.6703,A90C,0,0,2,0001,1
807,board_19x18_49_24841_none,19,18,49,100,293,1,58134,0,0,58134,0,58134,14064,14357,9795,0.9795,F851,0,0,2,0001,0
808,board_18x6_28_24895_none,18,6,28,47,79,3,62128,0,0,62128,0,62128,1972,2240,8803,0.8803,7CD3,0,0,2,0001,1
809,board_12x6_13_24925_none,12,6,13,33,59,1,11305,0,0,11305,0,11305,708,767,9230,0.9230,74B0,0,0,2,0001,0
810,board_7x16_27_24940_none,7,16,27,56,85,0,28875,0,0,28875,0,28875,2295,2295,10000,1.0000,B59B,0,0,2,0001,0
811,board_4x19_11_24972_none,4,19,11,16,65,0,4117,0,0,4117,0,4117,715,715,10000,1.0000,3D9F,0,0,2,0001,0
812,board_5x10_14_24985_none,5,10,14,20,36,1,31636,0,0,31636,0,31636,468,504,9285,0.9285,C2F2,0,0,2,0001,0
813,board_6x8_11_25002_none,6,8,11,6,16,2,44576,0,0,44576,0,44576,102,407,2506,0.2506,2C7C,0,0,2,0001,1
814,board_9x4_5_25015_none,9,4,5,7,31,0,1885,0,0,1885,0,1885,155,155,10000,1.0000,BF75,0,0,2,0001,0
815,board_11x4_7_25021_none,11,4,7,24,37,0,8515,0,0,8515,0,8515,259,259,10000,1.0000,3F89,0,0,2,0001,0
816,board_14x6_18_25030_none,14,6,18,34,66,2,13901,0,0,13901,0,13901,1056,1188,8888,0.8888,4DBF,0,0,2,0001,0
817,board_17x12_53_25049_none,17,12,53,68,96,5,194211,0,0,194211,0,194211,4333,8003,5414,0.5414,5717,0,0,2,0001,1
818,board_19x19_55_25112_none,19,19,55,104,306,0,35942,0,0,35942,0,35942,16830,16830,10000,1.0000,2D23,0,0,2,0001,0
819,board_16x10_38_25170_none,16,10,38,85,122,1,62576,0,0,62576,0,62576,4514,4636,9736,0.9736,1727,0,0,2,0001,0
820,board_8x5_8_25211_none,8,5,8,9,23,0,65917,0,0,65917,0,65917,184,256,7187,0.7187,ADAC,0,0,2,0001,1
821,board_4x14_12_25220_none,4,14,12,31,44,0,17471,0,0,17471,0,17471,528,528,10000,1.0000,55EB,0,0,2,0001,0
822,board_4x16_11_25233_none,4,16,11,21,53,1,10324,0,0,10324,0,10324,530,583,9090,0.9090,A88A,0,0,2,0001,0
823,board_6x18_26_25248_none,6,18,26,42,82,0,34077,0,0,34077,0,34077,2132,2132,10000,1.0000,7649,0,0,2,0001,0
824,board_12x6_11_25279_none,12,6,11,17,61,1,8927,0,0,8927,0,8927,610,671,9090,0.9090,6F73,0,0,2,0001,0
825,board_19x8_39_25292_none,19,8,39,59,96,4,270429,0,0,270429,0,270429,3292,4407,7469,0.7469,2315,0,0,2,0001,1
826,board_19x10_47_25338_none,19,10,47,65,119,2,576553,0,0,576553,0,576553,5307,6721,7896,0.7896,9748,0,0,2,0001,1
827,board_18x19_59_25391_none,18,19,59,89,274,0,147137,0,0,147137,0,147137,16166,16697,9681,0.9681,5096,0,0,2,0001,1
828,board_15x18_68_25458_none,15,18,68,103,155,6,775955,0,0,775955,0,775955,9328,13736,6790,0.6790,A894,0,0,2,0001,1
829,board_10x10_17_25536_none,10,10,17,36,83,0,27763,0,0,27763,0,27763,1411,1411,10000,1.0000,7268,0,0,2,0001,0
830,board_6x4_4_25554_none,6,4,4,16,20,1,4495,0,0,4495,0,4495,60,80,7500,0.7500,A41A,0,0,2,0001,0
831,board_4x12_9_25559_none,4,12,9,23,39,2,11932,0,0,11932,0,11932,273,351,7777,0.7777,FEE1,0,0,2,0001,0
832,board_7x19_22_25570_none,7,19,22,42,111,0,11828,0,0,11828,0,11828,2442,2442,10000,1.0000,9DA8,0,0,2,0001,0
833,board_9x19_42_25595_none,9,19,42,36,33,3,306845,0,0,306845,0,306845,999,5418,1843,0.1843,0E62,0,0,2,0001,1
834,board_17x8_18_25648_none,17,8,18,26,118,0,10821,0,0,10821,0,10821,2124,2124,10000,1.0000,ACCD,0,0,2,0001,0
835,board_18x5_16_25669_none,18,5,16,49,74,3,67684,0,0,67684,0,67684,962,1184,8125,0.8125,8BD5,0,0,2,0001,0
836,board_19x6_29_25687_none,19,6,29,48,82,3,334372,0,0,334372,0,334372,2123,2465,8612,0.8612,C71F,0,0,2,0001,1
837,board_18x10_32_25723_none,18,10,32,72,148,0,31613,0,0,31613,0,31613,4736,4736,10000,1.0000,78AF,0,0,2,0001,0
838,board_14x19_54_25761_none,14,19,54,125,212,0,124549,0,0,124549,0,124549,11448,11448,10000,1.0000,84F7,0,0,2,0001,0
839,board_11x19_57_25819_none,11,19,57,123,150,6,1019038,0,0,1019038,0,1019038,7638,8664,8815,0.8815,653F,0,0,2,0001,1
840,board_8x16_26_25890_none,8,16,26,64,102,2,205799,0,0,205799,0,205799,2448,2652,9230,0.9230,62B3,0,0,2,0001,0
841,board_4x5_4_25918_none,4,5,4,12,16,1,6227,0,0,6227,0,6227,48,64,7500,0.7500,7944,0,0,2,0001,0
842,board_5x6_7_25924_none,5,6,7,14,23,2,4683,0,0,4683,0,4683,115,161,7142,0.7142,E3D3,0,0,2,0001,0
843,board_6x8_8_25932_none,6,8,8,16,40,1,6026,0,0,6026,0,6026,280,320,8750,0.8750,5F35,0,0,2,0001,0
844,board_10x16_28_25942_none,10,16,28,64,132,0,9618,0,0,9618,0,9618,3696,3696,10000,1.0000,39DE,0,0,2,0001,0
845,board_17x18_62_25975_none,17,18,62,127,244,1,82975,0,0,82975,0,82975,14884,15128,9838,0.9838,32B4,0,0,2,0001,0
846,board_19x10_28_26045_none,19,10,28,80,162,1,24500,0,0,24500,0,24500,4374,4536,9642,0.9642,DCEB,0,0,2,0001,0
847,board_19x4_20_26074_none,19,4,20,40,56,1,40278,0,0,40278,0,40278,1064,1120,9500,0.9500,DBED,0,0,2,0001,0
848,board_15x8_17_26099_none,15,8,17,37,103,0,11883,0,0,11883,0,11883,1751,1751,10000,1.0000,263B,0,0,2,0001,0
849,board_10x16_34_26118_none,10,16,34,86,126,1,59761,0,0,59761,0,59761,4158,4284,9705,0.9705,5EA0,0,0,2,0001,0
850,board_4x16_10_26156_none,4,16,10,32,54,0,10550,0,0,10550,0,10550,540,540,10000,1.0000,26E5,0,0,2,0001,0
851,board_4x8_7_26168_none,4,8,7,15,25,1,18761,0,0,18761,0,18761,150,175,8571,0.8571,75CA,0,0,2,0001,0
852,board_6x4_6_26176_none,6,4,6,10,18,0,3859,0,0,3859,0,3859,108,108,10000,1.0000,FF9A,0,0,2,0001,0
853,board_12x10_18_26183_none,12,10,18,32,102,0,21296,0,0,21296,0,21296,1836,1836,10000,1.0000,5474,0,0,2,0001,0
854,board_15x14_44_26202_none,15,14,44,88,166,0,99448,0,0,99448,0,99448,7304,7304,10000,1.0000,5B60,0,0,2,0001,0
855,board_19x19_63_26250_none,19,19,63,134,283,0,109291,0,0,109291,0,109291,17829,18774,9496,0.9496,E423,0,0,2,0001,1
856,board_19x16_43_26321_none,19,16,43,83,256,1,237204,0,0,237204,0,237204,10747,11223,9575,0.9575,321F,0,0,2,0001,1
857,board_15x4_15_26376_none,15,4,15,38,45,4,25481,0,0,25481,0,25481,495,675,7333,0.7333,E9B4,0,0,2,0001,0
858,board_12x4_9_26397_none,12,4,9,19,39,0,8788,0,0,8788,0,8788,351,351,10000,1.0000,729F,0,0,2,0001,0
859,board_5x16_22_26409_none,5,16,22,37,49,2,221711,0,0,221711,0,221711,962,1276,7539,0.7539,DAE5,0,0,2,0001,1
860,board_4x19_11_26436_none,4,19,11,25,65,0,7836,0,0,7836,0,7836,715,715,10000,1.0000,E248,0,0,2,0001,0
861,board_8x8_16_26448_none,8,8,16,23,48,1,12149,0,0,12149,0,12149,720,768,9375,0.9375,3589,0,0,2,0001,0
862,board_11x4_9_26469_none,11,4,9,18,35,1,17037,0,0,17037,0,17037,280,315,8888,0.8888,5A77,0,0,2,0001,0
863,board_16x6_14_26479_none,16,6,14,34,82,0,13130,0,0,13130,0,13130,1148,1148,10000,1.0000,9B48,0,0,2,0001,0
864,board_19x19_76_26496_none,19,19,76,171,285,1,86651,0,0,86651,0,86651,21375,21660,9868,0.9868,4A38,0,0,2,0001,0
