board_index,board_name,width,height,total_mines,selections,opened_safe,opened_mines,cycles,cfg_cycles,load_cycles,solver_cycles,score_cycles,total_board_cycles,score_numerator,score_denominator,score_scaled,score,board_crc,jtag_retries,transport_error,protocol_version,build_id,solver_stalled
471,board_12x19_63_14516_none,12,19,63,66,86,2,306385,0,0,306385,0,306385,5088,10395,4894,0.4894,388C,0,0,2,0001,1
472,board_14x19_69_14592_none,14,19,69,153,197,7,452090,0,0,452090,0,452090,12214,13593,8985,0.8985,97E3,0,0,2,0001,0
473,board_16x18_59_14670_none,16,18,59,107,229,0,37602,0,0,37602,0,37602,13511,13511,10000,1.0000,6101,0,0,2,0001,0
474,board_19x10_28_14740_none,19,10,28,48,162,0,31413,0,0,31413,0,31413,4536,4536,10000,1.0000,7020,0,0,2,0001,0
475,board_19x6_25_14772_none,19,6,25,32,80,1,57267,0,0,57267,0,57267,1911,2225,8588,0.8588,2202,0,0,2,0001,1
476,board_18x4_18_14799_none,18,4,18,42,54,1,35864,0,0,35864,0,35864,918,972,9444,0.9444,EB02,0,0,2,0001,0
477,board_17x6_18_14821_none,17,6,18,26,84,2,24484,0,0,24484,0,24484,1344,1512,8888,0.8888,15CA,0,0,2,0001,0
478,board_9x19_44_14840_none,9,19,44,80,127,4,107580,0,0,107580,0,107580,5080,5588,9090,0.9090,F9C6,0,0,2,0001,0
479,board_7x19_32_14894_none,7,19,32,77,101,2,100690,0,0,100690,0,100690,3030,3232,9375,0.9375,7D5F,0,0,2,0001,0
480,board_4x8_6_14930_none,4,8,6,13,26,0,3806,0,0,3806,0,3806,156,156,10000,1.0000,3A4A,0,0,2,0001,0
481,board_4x6_6_14937_none,4,6,6,7,18,0,3402,0,0,3402,0,3402,108,108,10000,1.0000,9EC9,0,0,2,0001,0
482,board_7x4_6_14945_none,7,4,6,4,22,0,3007,0,0,3007,0,3007,132,132,10000,1.0000,2893,0,0,2,0001,0
483,board_8x5_6_14958_none,8,5,6,15,34,0,3740,0,0,3740,0,3740,204,204,10000,1.0000,EED2,0,0,2,0001,0
484,board_15x16_58_14965_none,15,16,58,102,182,1,53603,0,0,53603,0,53603,10374,10556,9827,0.9827,0EB9,0,0,2,0001,0
485,board_19x16_43_15033_none,19,16,43,86,261,0,26231,0,0,26231,0,26231,11223,11223,10000,1.0000,9287,0,0,2,0001,0
486,board_17x5_22_15079_none,17,5,22,34,63,2,54253,0,0,54253,0,54253,1260,1386,9090,0.9090,E7AF,0,0,2,0001,0
487,board_15x4_12_15104_none,15,4,12,20,48,2,9894,0,0,9894,0,9894,480,576,8333,0.8333,6621,0,0,2,0001,0
488,board_9x10_15_15118_none,9,10,15,34,75,0,9429,0,0,9429,0,9429,1125,1125,10000,1.0000,C2AD,0,0,2,0001,0
489,board_6x16_25_15135_none,6,16,25,47,71,4,55841,0,0,55841,0,55841,1491,1775,8400,0.8400,CE8E,0,0,2,0001,0
490,board_4x19_17_15167_none,4,19,17,28,59,2,29123,0,0,29123,0,29123,885,1003,8823,0.8823,37F4,0,0,2,0001,0
491,board_4x18_9_15186_none,4,18,9,21,63,1,31733,0,0,31733,0,31733,504,567,8888,0.8888,E168,0,0,2,0001,0
492,board_4x14_11_15197_none,4,14,11,24,45,1,13772,0,0,13772,0,13772,450,495,9090,0.9090,7C1B,0,0,2,0001,0
493,board_10x4_8_15211_none,10,4,8,19,32,0,11762,0,0,11762,0,11762,256,256,10000,1.0000,8C1D,0,0,2,0001,0
494,board_14x5_9_15220_none,14,5,9,15,61,1,9212,0,0,9212,0,9212,488,549,8888,0.8888,8A46,0,0,2,0001,0
495,board_19x18_82_15230_none,19,18,82,139,185,7,549799,0,0,549799,0,549799,13350,21320,6261,0.6261,59B9,0,0,2,0001,1
496,board_18x16_49_15325_none,18,16,49,93,239,2,42397,0,0,42397,0,42397,11233,11711,9591,0.9591,8421,0,0,2,0001,0
497,board_10x4_7_15379_none,10,4,7,23,33,0,2742,0,0,2742,0,2742,231,231,10000,1.0000,02F8,0,0,2,0001,0
498,board_4x10_11_15388_none,4,10,11,16,29,0,14490,0,0,14490,0,14490,319,319,10000,1.0000,D850,0,0,2,0001,0
499,board_4x14_14_15402_none,4,14,14,28,42,1,47546,0,0,47546,0,47546,546,588,9285,0.9285,8FB2,0,0,2,0001,0
500,board_7x18_21_15420_none,7,18,21,49,105,1,19002,0,0,19002,0,19002,2100,2205,9523,0.9523,D6F5,0,0,2,0001,0
501,board_9x14_31_15447_none,9,14,31,23,20,3,119580,0,0,119580,0,119580,335,2945,1137,0.1137,2CF4,0,0,2,0001,1
502,board_17x4_9_15483_none,17,4,9,20,59,0,3572,0,0,3572,0,3572,531,531,10000,1.0000,A79A,0,0,2,0001,0
503,board_19x14_66_15494_none,19,14,66,94,149,2,624816,0,0,624816,0,624816,9434,13200,7146,0.7146,206C,0,0,2,0001,1
504,board_18x18_56_15566_none,18,18,56,132,268,1,230898,0,0,230898,0,230898,14740,15008,9821,0.9821,0420,0,0,2,0001,0
505,board_11x14_42_15626_none,11,14,42,75,112,2,65611,0,0,65611,0,65611,4480,4704,9523,0.9523,2A0D,0,0,2,0001,0
506,board_6x5_4_15676_none,6,5,4,19,26,0,5222,0,0,5222,0,5222,104,104,10000,1.0000,5195,0,0,2,0001,0
507,board_4x4_3_15681_none,4,4,3,8,13,0,2327,0,0,2327,0,2327,39,39,10000,1.0000,C970,0,0,2,0001,0
508,board_4x8_8_15685_none,4,8,8,16,24,0,14937,0,0,14937,0,14937,192,192,10000,1.0000,DEAF,0,0,2,0001,0
509,board_8x19_20_15695_none,8,19,20,29,132,0,15255,0,0,15255,0,15255,2640,2640,10000,1.0000,9CED,0,0,2,0001,0
510,board_9x19_25_15716_none,9,19,25,51,146,1,33528,0,0,33528,0,33528,3504,3650,9600,0.9600,680E,0,0,2,0001,0
511,board_12x18_53_15744_none,12,18,53,99,163,2,190603,0,0,190603,0,190603,8313,8639,9622,0.9622,1772,0,0,2,0001,0
512,board_14x16_58_15803_none,14,16,58,80,145,1,700744,0,0,700744,0,700744,8244,9628,8562,0.8562,12A4,0,0,2,0001,1
513,board_18x8_24_15871_none,18,8,24,52,120,0,36583,0,0,36583,0,36583,2880,2880,10000,1.0000,4574,0,0,2,0001,0
514,board_19x4_13_15899_none,19,4,13,32,63,0,10450,0,0,10450,0,10450,819,819,10000,1.0000,6FF2,0,0,2,0001,0
515,board_19x6_31_15916_none,19,6,31,20,33,4,96972,0,0,96972,0,96972,691,2573,2685,0.2685,BFE4,0,0,2,0001,1
516,board_14x18_33_15954_none,14,18,33,56,219,1,18511,0,0,18511,0,18511,7008,7227,9696,0.9696,09C6,0,0,2,0001,0
517,board_9x19_41_15989_none,9,19,41,71,130,0,66940,0,0,66940,0,66940,5330,5330,10000,1.0000,8150,0,0,2,0001,0
518,board_6x14_20_16033_none,6,14,20,24,64,1,27600,0,0,27600,0,27600,1216,1280,9500,0.9500,03E7,0,0,2,0001,0
519,board_4x8_5_16058_none,4,8,5,12,27,1,3859,0,0,3859,0,3859,108,135,8000,0.8000,84CC,0,0,2,0001,0
520,board_5x5_6_16064_none,5,5,6,11,19,0,14357,0,0,14357,0,14357,114,114,10000,1.0000,B17D,0,0,2,0001,0
521,board_8x10_16_16071_none,8,10,16,18,64,1,6129,0,0,6129,0,6129,960,1024,9375,0.9375,8ABA,0,0,2,0001,0
522,board_16x19_74_16092_none,16,19,74,56,66,2,1310106,0,0,1310106,0,1310106,4424,17020,2599,0.2599,49AE,0,0,2,0001,1
523,board_19x10_28_16190_none,19,10,28,38,162,0,50280,0,0,50280,0,50280,4536,4536,10000,1.0000,AD0B,0,0,2,0001,0
524,board_19x8_21_16220_none,19,8,21,54,131,0,13100,0,0,13100,0,13100,2751,2751,10000,1.0000,2755,0,0,2,0001,0
525,board_19x6_18_16242_none,19,6,18,43,96,1,17868,0,0,17868,0,17868,1632,1728,9444,0.9444,E80E,0,0,2,0001,0
526,board_17x4_18_16262_none,17,4,18,26,50,2,18098,0,0,18098,0,18098,800,900,8888,0.8888,6375,0,0,2,0001,0
527,board_14x8_23_16283_none,14,8,23,54,89,1,45390,0,0,45390,0,45390,1958,2047,9565,0.9565,DD4D,0,0,2,0001,0
528,board_10x14_19_16311_none,10,14,19,41,121,0,22284,0,0,22284,0,22284,2299,2299,10000,1.0000,B911,0,0,2,0001,0
529,board_4x18_18_16332_none,4,18,18,37,47,1,61919,0,0,61919,0,61919,792,972,8148,0.8148,A1B3,0,0,2,0001,1
530,board_4x14_9_16351_none,4,14,9,12,47,0,5198,0,0,5198,0,5198,423,423,10000,1.0000,9EFA,0,0,2,0001,0
531,board_5x6_5_16362_none,5,6,5,14,25,0,4342,0,0,4342,0,4342,125,125,10000,1.0000,D5EF,0,0,2,0001,0
532,board_6x5_6_16368_none,6,5,6,15,24,0,6247,0,0,6247,0,6247,144,144,10000,1.0000,F4A3,0,0,2,0001,0
533,board_10x5_12_16376_none,10,5,12,34,38,1,18775,0,0,18775,0,18775,418,456,9166,0.9166,539B,0,0,2,0001,0
534,board_12x8_17_16390_none,12,8,17,30,79,1,12716,0,0,12716,0,12716,1264,1343,9411,0.9411,BAD4,0,0,2,0001,0
535,board_19x19_95_16408_none,19,19,95,209,259,6,630016,0,0,630016,0,630016,23009,25270,9105,0.9105,A160,0,0,2,0001,1
536,board_19x18_72_16520_none,19,18,72,132,257,1,586795,0,0,586795,0,586795,18234,19440,9379,0.9379,795F,0,0,2,0001,1
537,board_18x12_30_16599_none,18,12,30,67,186,0,17324,0,0,17324,0,17324,5580,5580,10000,1.0000,7589,0,0,2,0001,0
538,board_15x5_18_16631_none,15,5,18,41,57,2,146502,0,0,146502,0,146502,912,1026,8888,0.8888,06D3,0,0,2,0001,0
539,board_10x5_10_16658_none,10,5,10,19,40,0,4906,0,0,4906,0,4906,400,400,10000,1.0000,3BFB,0,0,2,0001,0
540,board_6x12_10_16670_none,6,12,10,16,62,0,3725,0,0,3725,0,3725,620,620,10000,1.0000,777C,0,0,2,0001,0
541,board_4x18_18_16682_none,4,18,18,41,54,2,21427,0,0,21427,0,21427,864,972,8888,0.8888,015E,0,0,2,0001,0
542,board_4x19_19_16703_none,4,19,19,35,57,2,18499,0,0,18499,0,18499,969,1083,8947,0.8947,B240,0,0,2,0001,0
543,board_4x19_18_16727_none,4,19,18,34,58,2,31235,0,0,31235,0,31235,928,1044,8888,0.8888,282B,0,0,2,0001,0
544,board_9x8_15_16748_none,9,8,15,50,57,0,72797,0,0,72797,0,72797,855,855,10000,1.0000,9895,0,0,2,0001,0
545,board_12x4_13_16765_none,12,4,13,28,35,3,22093,0,0,22093,0,22093,350,455,7692,0.7692,5FC3,0,0,2,0001,0
546,board_18x8_19_16783_none,18,8,19,37,125,0,14694,0,0,14694,0,14694,2375,2375,10000,1.0000,3971,0,0,2,0001,0
547,board_19x19_94_16805_none,19,19,94,107,150,6,365621,0,0,365621,0,365621,12498,25098,4979,0.4979,8D91,0,0,2,0001,1
548,board_14x12_29_16920_none,14,12,29,66,139,0,34597,0,0,34597,0,34597,4031,4031,10000,1.0000,CA68,0,0,2,0001,0
549,board_8x4_8_16953_none,8,4,8,19,24,1,21378,0,0,21378,0,21378,168,192,8750,0.8750,8271,0,0,2,0001,0
550,board_4x10_7_16962_none,4,10,7,9,33,1,4108,0,0,4108,0,4108,198,231,8571,0.8571,2FC1,0,0,2,0001,0
551,board_6x19_24_16971_none,6,19,24,38,67,0,251050,0,0,251050,0,251050,1608,2160,7444,0.7444,1E9F,0,0,2,0001,1
552,board_7x19_23_16998_none,7,19,23,54,110,1,17394,0,0,17394,0,17394,2420,2530,9565,0.9565,B801,0,0,2,0001,0
553,board_11x14_28_17028_none,11,14,28,51,126,0,79311,0,0,79311,0,79311,3528,3528,10000,1.0000,8295,0,0,2,0001,0
554,board_16x6_26_17059_none,16,6,26,52,70,2,49456,0,0,49456,0,49456,1680,1820,9230,0.9230,A069,0,0,2,0001,0
555,board_19x4_11_17094_none,19,4,11,22,65,0,27268,0,0,27268,0,27268,715,715,10000,1.0000,E0B4,0,0,2,0001,0
556,board_19x12_55_17106_none,19,12,55,67,113,3,394255,0,0,394255,0,394255,5696,9515,5986,0.5986,B15B,0,0,2,0001,1
557,board_14x19_39_17170_none,14,19,39,70,227,0,25114,0,0,25114,0,25114,8853,8853,10000,1.0000,C41A,0,0,2,0001,0
558,board_9x14_27_17212_none,9,14,27,59,99,2,70064,0,0,70064,0,70064,2475,2673,9259,0.9259,5958,0,0,2,0001,0
559,board_8x12_23_17245_none,8,12,23,26,55,1,138070,0,0,138070,0,138070,1192,1679,7099,0.7099,8DED,0,0,2,0001,1
560,board_6x8_12_17269_none,6,8,12,16,36,0,6876,0,0,6876,0,6876,432,432,10000,1.0000,A191,0,0,2,0001,0
561,board_4x4_3_17283_none,4,4,3,6,13,1,2424,0,0,2424,0,2424,26,39,6666,0.6666,511A,0,0,2,0001,0
562,board_6x12_19_17287_none,6,12,19,36,53,2,26316,0,0,26316,0,26316,901,1007,8947,0.8947,4AA4,0,0,2,0001,0
563,board_12x19_33_17311_none,12,19,33,64,195,0,20203,0,0,20203,0,20203,6435,6435,10000,1.0000,7D83,0,0,2,0001,0
564,board_19x8_37_17349_none,19,8,37,58,115,2,63783,0,0,63783,0,63783,4025,4255,9459,0.9459,9642,0,0,2,0001,0
565,board_19x4_11_17392_none,19,4,11,23,65,0,11103,0,0,11103,0,11103,715,715,10000,1.0000,745F,0,0,2,0001,0
566,board_18x5_16_17405_none,18,5,16,52,74,3,67906,0,0,67906,0,67906,962,1184,8125,0.8125,DBB4,0,0,2,0001,0
567,board_15x12_47_17426_none,15,12,47,97,133,6,268508,0,0,268508,0,268508,5453,6251,8723,0.8723,3E9F,0,0,2,0001,0
568,board_10x19_28_17482_none,10,19,28,65,162,0,15001,0,0,15001,0,15001,4536,4536,10000,1.0000,8544,0,0,2,0001,0
569,board_4x14_17_17512_none,4,14,17,23,39,2,23751,0,0,23751,0,23751,585,663,8823,0.8823,5D66,0,0,2,0001,0
570,board_4x5_3_17533_none,4,5,3,4,17,0,1783,0,0,1783,0,1783,51,51,10000,1.0000,1334,0,0,2,0001,0
571,board_5x4_3_17537_none,5,4,3,9,17,1,13672,0,0,13672,0,13672,34,51,6666,0.6666,8CD4,0,0,2,0001,0
572,board_11x12_33_17542_none,11,12,33,48,63,3,349326,0,0,349326,0,349326,1782,3267,5454,0.5454,8C46,0,0,2,0001,1
573,board_15x18_38_17581_none,15,18,38,62,232,1,27083,0,0,27083,0,27083,8584,8816,9736,0.9736,1428,0,0,2,0001,0
574,board_17x19_48_17621_none,17,19,48,86,275,0,37050,0,0,37050,0,37050,13200,13200,10000,1.0000,A2E8,0,0,2,0001,0
575,board_19x10_40_17672_none,19,10,40,88,150,1,31945,0,0,31945,0,31945,5850,6000,9750,0.9750,F9BC,0,0,2,0001,0
576,board_16x4_10_17716_none,16,4,10,21,54,2,13944,0,0,13944,0,13944,432,540,8000,0.8000,F83C,0,0,2,0001,0
577,board_8x14_19_17728_none,8,14,19,45,93,0,209800,0,0,209800,0,209800,1767,1767,10000,1.0000,1335,0,0,2,0001,0
578,board_7x16_16_17749_none,7,16,16,25,96,0,14569,0,0,14569,0,14569,1536,1536,10000,1.0000,BBA7,0,0,2,0001,0
579,board_4x18_18_17767_none,4,18,18,33,54,1,84084,0,0,84084,0,84084,918,972,9444,0.9444,CA0F,0,0,2,0001,0
580,board_4x12_12_17787_none,4,12,12,27,36,0,12214,0,0,12214,0,12214,432,432,10000,1.0000,3239,0,0,2,0001,0
581,board_11x4_11_17803_none,11,4,11,16,33,1,15243,0,0,15243,0,15243,330,363,9090,0.9090,2747,0,0,2,0001,0
582,board_18x14_37_17819_none,18,14,37,88,215,0,20869,0,0,20869,0,20869,7955,7955,10000,1.0000,8C2B,0,0,2,0001,0
583,board_19x18_49_17860_none,19,18,49,89,293,0,51450,0,0,51450,0,51450,14357,14357,10000,1.0000,C2E4,0,0,2,0001,0
584,board_19x19_94_17913_none,19,19,94,195,267,2,376126,0,0,376126,0,376126,24564,25098,9787,0.9787,F1D9,0,0,2,0001,0
585,board_14x6_12_18020_none,14,6,12,35,72,0,11185,0,0,11185,0,11185,864,864,10000,1.0000,B81D,0,0,2,0001,0
586,board_6x8_10_18035_none,6,8,10,31,38,2,61479,0,0,61479,0,61479,304,380,8000,0.8000,5B75,0,0,2,0001,0
587,board_4x19_19_18048_none,4,19,19,32,57,0,33451,0,0,33451,0,33451,1083,1083,10000,1.0000,4BB8,0,0,2,0001,0
588,board_8x14_19_18072_none,8,14,19,44,93,0,20074,0,0,20074,0,20074,1767,1767,10000,1.0000,0A94,0,0,2,0001,0
589,board_15x4_15_18094_none,15,4,15,33,45,1,65914,0,0,65914,0,65914,630,675,9333,0.9333,96CA,0,0,2,0001,0
590,board_19x8_26_18112_none,19,8,26,52,126,1,71204,0,0,71204,0,71204,3150,3276,9615,0.9615,A4CA,0,0,2,0001,0
591,board_18x19_83_18140_none,18,19,83,177,238,1,443330,0,0,443330,0,443330,19495,21497,9068,0.9068,AAE0,0,0,2,0001,1
592,board_16x19_72_18234_none,16,19,72,133,219,2,384346,0,0,384346,0,384346,15304,16704,9161,0.9161,1C97,0,0,2,0001,1
593,board_9x8_12_18317_none,9,8,12,26,60,0,11803,0,0,11803,0,11803,720,720,10000,1.0000,F0B8,0,0,2,0001,0
594,board_5x4_5_18331_none,5,4,5,7,15,1,2656,0,0,2656,0,2656,60,75,8000,0.8000,F7AF,0,0,2,0001,0
595,board_4x12_7_18337_none,4,12,7,12,41,0,20522,0,0,20522,0,20522,287,287,10000,1.0000,C679,0,0,2,0001,0
596,board_5x16_17_18346_none,5,16,17,24,34,2,96082,0,0,96082,0,96082,452,1071,4220,0.4220,5A25,0,0,2,0001,1
597,board_7x19_34_18364_none,7,19,34,6,16,2,45624,0,0,45624,0,45624,346,3366,1027,0.1027,ADE5,0,0,2,0001,1
598,board_15x12_26_18406_none,15,12,26,57,154,0,55504,0,0,55504,0,55504,4004,4004,10000,1.0000,C868,0,0,2,0001,0
599,board_19x4_17_18436_none,19,4,17,38,59,3,15340,0,0,15340,0,15340,826,1003,8235,0.8235,9C93,0,0,2,0001,0
600,board_19x6_18_18459_none,19,6,18,39,96,1,20323,0,0,20323,0,20323,1632,1728,9444,0.9444,4EB7,0,0,2,0001,0
601,board_19x8_21_18479_none,19,8,21,57,131,1,26607,0,0,26607,0,26607,2620,2751,9523,0.9523,E9AB,0,0,2,0001,0
602,board_12x19_59_18502_none,12,19,59,44,61,7,419208,0,0,419208,0,419208,2416,9971,2423,0.2423,574F,0,0,2,0001,1
603,board_7x14_14_18573_none,7,14,14,22,84,0,7426,0,0,7426,0,7426,1176,1176,10000,1.0000,818B,0,0,2,0001,0
604,board_4x8_9_18590_none,4,8,9,10,23,0,3755,0,0,3755,0,3755,207,207,10000,1.0000,01EA,0,0,2,0001,0
605,board_5x6_4_18600_none,5,6,4,7,26,0,2765,0,0,2765,0,2765,104,104,10000,1.0000,F021,0,0,2,0001,0
606,board_6x8_7_18605_none,6,8,7,16,41,0,8737,0,0,8737,0,8737,287,287,10000,1.0000,9B83,0,0,2,0001,0
607,board_12x19_57_18613_none,12,19,57,64,130,2,84640,0,0,84640,0,84640,7068,9747,7251,0.7251,5657,0,0,2,0001,1
608,board_15x19_50_18681_none,15,19,50,114,235,0,28900,0,0,28900,0,28900,11750,11750,10000,1.0000,1813,0,0,2,0001,0
609,board_19x10_47_18742_none,19,10,47,60,123,1,129477,0,0,129477,0,129477,5638,6721,8388,0.8388,A583,0,0,2,0001,1
610,board_18x4_12_18798_none,18,4,12,21,60,2,14875,0,0,14875,0,14875,600,720,8333,0.8333,0D8D,0,0,2,0001,0
611,board_17x5_11_18811_none,17,5,11,27,74,0,48641,0,0,48641,0,48641,814,814,10000,1.0000,3FC0,0,0,2,0001,0
612,board_12x12_37_18823_none,12,12,37,63,107,2,168165,0,0,168165,0,168165,3745,3959,9459,0.9459,8D55,0,0,2,0001,0
613,board_9x18_38_18866_none,9,18,38,83,124,1,196749,0,0,196749,0,196749,4588,4712,9736,0.9736,7BC8,0,0,2,0001,0
614,board_4x16_11_18910_none,4,16,11,20,53,0,11414,0,0,11414,0,11414,583,583,10000,1.0000,7155,0,0,2,0001,0
615,board_5x5_5_18924_none,5,5,5,11,20,2,25386,0,0,25386,0,25386,60,100,6000,0.6000,ADD8,0,0,2,0001,0
616,board_10x6_11_18930_none,10,6,11,25,49,0,52515,0,0,52515,0,52515,539,539,10000,1.0000,9E8E,0,0,2,0001,0
617,board_14x12_43_18943_none,14,12,43,97,125,2,203410,0,0,203410,0,203410,5125,5375,9534,0.9534,F659,0,0,2,0001,0
618,board_15x14_55_18994_none,15,14,55,73,113,3,578548,0,0,578548,0,578548,5750,8525,6744,0.6744,8FCD,0,0,2,0001,1
619,board_19x19_53_19054_none,19,19,53,102,308,0,17956,0,0,17956,0,17956,16324,16324,10000,1.0000,BF4D,0,0,2,0001,0
620,board_18x8_34_19111_none,18,8,34,71,110,1,63823,0,0,63823,0,63823,3630,3740,9705,0.9705,0BE4,0,0,2,0001,0
621,board_11x5_9_19150_none,11,5,9,12,46,0,3036,0,0,3036,0,3036,414,414,10000,1.0000,2904,0,0,2,0001,0
622,board_7x12_22_19161_none,7,12,22,42,62,2,20034,0,0,20034,0,20034,1240,1364,9090,0.9090,12E9,0,0,2,0001,0
623,board_4x18_14_19186_none,4,18,14,26,58,0,17663,0,0,17663,0,17663,812,812,10000,1.0000,41CA,0,0,2,0001,0
624,board_4x19_13_19201_none,4,19,13,31,63,1,16364,0,0,16364,0,16364,756,819,9230,0.9230,3B48,0,0,2,0001,0
625,board_5x14_19_19218_none,5,14,19,25,51,2,35027,0,0,35027,0,35027,867,969,8947,0.8947,5DBC,0,0,2,0001,0
626,board_11x4_6_19241_none,11,4,6,12,38,2,5571,0,0,5571,0,5571,152,228,6666,0.6666,8A01,0,0,2,0001,0
627,board_12x4_7_19249_none,12,4,7,14,41,0,3929,0,0,3929,0,3929,287,287,10000,1.0000,5FAB,0,0,2,0001,0
628,board_18x12_54_19258_none,18,12,54,87,126,1,376237,0,0,376237,0,376237,6642,8748,7592,0.7592,CC57,0,0,2,0001,1
629,board_19x14_56_19321_none,19,14,56,96,203,1,67686,0,0,67686,0,67686,11158,11760,9488,0.9488,FE38,0,0,2,0001,1
630,board_19x19_63_19382_none,19,19,63,124,298,4,130599,0,0,130599,0,130599,17582,18774,9365,0.9365,9645,0,0,2,0001,0
631,board_18x19_72_19456_none,18,19,72,85,158,2,338558,0,0,338558,0,338558,10836,19440,5574,0.5574,C056,0,0,2,0001,1
632,board_12x8_17_19534_none,12,8,17,41,79,1,19219,0,0,19219,0,19219,1264,1343,9411,0.9411,0CA1,0,0,2,0001,0
633,board_11x6_10_19553_none,11,6,10,40,56,0,4214,0,0,4214,0,4214,560,560,10000,1.0000,900B,0,0,2,0001,0
634,board_4x8_9_19566_none,4,8,9,19,23,1,17830,0,0,17830,0,17830,184,207,8888,0.8888,6EDF,0,0,2,0001,0
635,board_4x12_10_19576_none,4,12,10,13,38,1,6649,0,0,6649,0,6649,342,380,9000,0.9000,E706,0,0,2,0001,0
636,board_4x16_9_19587_none,4,16,9,14,55,0,12477,0,0,12477,0,12477,495,495,10000,1.0000,80BE,0,0,2,0001,0
637,board_8x18_36_19597_none,8,18,36,76,108,3,107932,0,0,107932,0,107932,3564,3888,9166,0.9166,253B,0,0,2,0001,0
638,board_15x6_12_19639_none,15,6,12,29,78,0,8769,0,0,8769,0,8769,936,936,10000,1.0000,6D1C,0,0,2,0001,0
639,board_16x5_11_19653_none,16,5,11,32,69,2,24614,0,0,24614,0,24614,621,759,8181,0.8181,5657,0,0,2,0001,0
640,board_19x5_24_19667_none,19,5,24,38,71,2,25231,0,0,25231,0,25231,1562,1704,9166,0.9166,EF5F,0,0,2,0001,0
641,board_19x14_39_19701_none,19,14,39,76,227,1,27334,0,0,27334,0,27334,8626,8853,9743,0.9743,A91E,0,0,2,0001,0
642,board_12x18_58_19745_none,12,18,58,74,144,2,191930,0,0,191930,0,191930,8036,9164,8769,0.8769,76EB,0,0,2,0001,1
643,board_9x12_19_19807_none,9,12,19,51,89,0,23491,0,0,23491,0,23491,1691,1691,10000,1.0000,7B77,0,0,2,0001,0
644,board_8x10_11_19829_none,8,10,11,25,69,0,8878,0,0,8878,0,8878,759,759,10000,1.0000,C879,0,0,2,0001,0
645,board_4x4_4_19842_none,4,4,4,13,12,1,11663,0,0,11663,0,11663,36,48,7500,0.7500,CAC0,0,0,2,0001,0
646,board_4x6_6_19847_none,4,6,6,14,18,1,15715,0,0,15715,0,15715,90,108,8333,0.8333,6817,0,0,2,0001,0
647,board_5x12_9_19856_none,5,12,9,19,51,2,51495,0,0,51495,0,51495,357,459,7777,0.7777,27B1,0,0,2,0001,0
648,board_9x19_35_19866_none,9,19,35,53,136,0,47977,0,0,47977,0,47977,4760,4760,10000,1.0000,00A1,0,0,2,0001,0
649,board_12x19_61_19905_none,12,19,61,141,159,4,389535,0,0,389535,0,389535,9031,10187,8865,0.8865,583F,0,0,2,0001,1
650,board_17x12_30_19977_none,17,12,30,74,174,0,23177,0,0,23177,0,23177,5220,5220,10000,1.0000,A383,0,0,2,0001,0
651,board_18x10_24_20009_none,18,10,24,54,156,0,17034,0,0,17034,0,17034,3744,3744,10000,1.0000,2F62,0,0,2,0001,0
652,board_19x4_19_20035_none,19,4,19,42,57,2,32267,0,0,32267,0,32267,969,1083,8947,0.8947,DD7E,0,0,2,0001,0
653,board_19x4_19_20058_none,19,4,19,33,46,4,144872,0,0,144872,0,144872,646,1083,5964,0.5964,C9F9,0,0,2,0001,1
654,board_17x10_25_20080_none,17,10,25,39,145,1,22395,0,0,22395,0,22395,3480,3625,9600,0.9600,FC7A,0,0,2,0001,0
655,board_15x14_31_20109_none,15,14,31,64,179,0,16289,0,0,16289,0,16289,5549,5549,10000,1.0000,3444,0,0,2,0001,0
656,board_12x18_46_20144_none,12,18,46,107,170,3,173984,0,0,173984,0,173984,7310,7820,9347,0.9347,B5C4,0,0,2,0001,0
657,board_10x19_51_20198_none,10,19,51,90,139,3,126249,0,0,126249,0,126249,6672,7089,9411,0.9411,4505,0,0,2,0001,0
658,board_4x10_6_20256_none,4,10,6,5,34,0,1960,0,0,1960,0,1960,204,204,10000,1.0000,628B,0,0,2,0001,0
659,board_4x6_5_20263_none,4,6,5,13,19,1,19916,0,0,19916,0,19916,76,95,8000,0.8000,68C7,0,0,2,0001,0
660,board_7x6_7_20269_none,7,6,7,17,35,0,2090,0,0,2090,0,2090,245,245,10000,1.0000,5E22,0,0,2,0001,0
661,board_9x10_12_20277_none,9,10,12,26,78,1,7675,0,0,7675,0,7675,858,936,9166,0.9166,B706,0,0,2,0001,0
662,board_14x18_58_20291_none,14,18,58,85,194,0,80629,0,0,80629,0,80629,11252,11252,10000,1.0000,D9CE,0,0,2,0001,0
663,board_15x19_73_20357_none,15,19,73,17,17,5,109713,0,0,109713,0,109713,181,15476,116,0.0116,E58F,0,0,2,0001,1
664,board_19x16_45_20449_none,19,16,45,91,259,3,181788,0,0,181788,0,181788,10878,11655,9333,0.9333,963E,0,0,2,0001,0
665,board_19x12_34_20497_none,19,12,34,61,194,0,17611,0,0,17611,0,17611,6596,6596,10000,1.0000,CE09,0,0,2,0001,0
666,board_18x5_24_20534_none,18,5,24,31,38,5,52535,0,0,52535,0,52535,582,1584,3674,0.3674,868D,0,0,2,0001,1
667,board_12x8_13_20562_none,12,8,13,32,83,1,12848,0,0,12848,0,12848,996,1079,9230,0.9230,6BAE,0,0,2,0001,0
